Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
tr|A0A0D9REQ7|A0A0D9REQ7_CHLSB	tr|A0A0D9REQ7|A0A0D9REQ7_CHLSB	6	6	6	tr|A0A0D9REQ7|A0A0D9REQ7_CHLSB Propionyl-CoA carboxylase subunit beta OS=Chlorocebus sabaeus OX=60711 GN=PCCB PE=4 SV=1	1	6	6	6	15.8	15.8	15.8	58.172	539	539	0	37.796	0	0	0	0	47332	90955	24978	0	14867	74342	17586	0	73270	0	50172	28046	0	0	0	202.3	44435	84849	26115	3832.9	15924	69212	20273	1867.9	71648	765.81	48319	26359	0	0	0	0	2	2	2	0	2	2	2	0	2	0	3	3	101310000	6				486	1597;1684;2301;2326;3066;3281	True;True;True;True;True;True	1640;1729;2364;2390;3153;3375	2096;2204;3022;3057;4070;4364	2210;2323;3162;3202;4347;4652	2210;2323;3162;3202;4347;4652		
tr|A0A0D9RES0|A0A0D9RES0_CHLSB	tr|A0A0D9RES0|A0A0D9RES0_CHLSB	2	2	2	tr|A0A0D9RES0|A0A0D9RES0_CHLSB ADP ribosylation factor like GTPase 8B OS=Chlorocebus sabaeus OX=60711 GN=ARL8B PE=3 SV=1	1	2	2	2	9.6	9.6	9.6	27.307	239	239	0	12.179	0	0	0	0	9985.6	26947	27239	0	8048.3	33328	18055	0	8095.2	69.339	45343	20240	0	0	0	0	9878.3	25157	25795	1498.2	9587.1	31037	17889	507.23	10194	929.45	42682	19028	0	0	0	0	2	2	2	0	2	2	2	0	2	1	2	2	27504000	2				487	745;1953	True;True	768;2004	986;2546	1032;2672	1032;2672		
tr|A0A0D9REU0|A0A0D9REU0_CHLSB	tr|A0A0D9REU0|A0A0D9REU0_CHLSB	12	12	12	tr|A0A0D9REU0|A0A0D9REU0_CHLSB NOP56 ribonucleoprotein OS=Chlorocebus sabaeus OX=60711 GN=NOP56 PE=4 SV=1	1	12	12	12	27.4	27.4	27.4	66.039	594	594	0	98.348	0	0	0	185.22	55252	258960	270300	949.26	45190	388660	172440	842.81	73841	1208.3	505760	262400	0	0	344.52	1919	57316	241800	252470	17829	62500	362180	169390	10954	97262	11590	475800	246670	0	0	0	2	6	6	6	2	6	6	6	1	8	5	8	8	929990000	18				488	929;1127;1272;1311;2765;3183;3448;4269;4271;4864;5055;5224	True;True;True;True;True;True;True;True;True;True;True;True	959;1159;1307;1346;2842;3276;3562;4410;4412;5025;5220;5392	1230;1231;1475;1665;1666;1713;3639;4236;4237;4595;5651;5653;6452;6453;6699;6926;6927	1290;1291;1546;1755;1756;1757;1805;3877;4520;4521;4900;5988;5990;6834;6835;7099;7341;7342	1291;1546;1757;1805;3877;4521;4900;5988;5990;6835;7099;7341		
tr|A0A0D9REU9|A0A0D9REU9_CHLSB;tr|A0A0D9REI0|A0A0D9REI0_CHLSB	tr|A0A0D9REU9|A0A0D9REU9_CHLSB	3;1	3;1	3;1	tr|A0A0D9REU9|A0A0D9REU9_CHLSB Caveolin OS=Chlorocebus sabaeus OX=60711 GN=CAV1 PE=3 SV=1	2	3	3	3	21.9	21.9	21.9	20.471	178	178;151	0	28.173	0	0	0	344.97	38509	139860	135820	826.88	26072	169450	109370	438.91	43119	1626.1	283510	117520	0	0	140.82	1535.5	38746	130650	127600	11696	35373	158150	107240	6683.4	56540	6588.6	266750	110500	0	0	0	1	2	2	2	1	2	2	2	1	2	1	2	2	341280000	4				489	1032;2022;2094	True;True;True	1062;2075;2150	1357;2638;2732;2733	1421;2766;2863;2864	1421;2766;2863		
tr|A0A0D9REV4|A0A0D9REV4_CHLSB	tr|A0A0D9REV4|A0A0D9REV4_CHLSB	4	4	4	tr|A0A0D9REV4|A0A0D9REV4_CHLSB RAD21 cohesin complex component OS=Chlorocebus sabaeus OX=60711 GN=RAD21 PE=4 SV=1	1	4	4	4	9.2	9.2	9.2	71.675	631	631	0	28.232	0	0	0	20.422	1797.2	11734	11291	0	2450.1	14700	7443.1	0	3821.3	0	21715	9552.8	0	0	0	142.09	1884.4	10952	10530	509.08	3143.6	13684	7382.8	259.46	4791.4	0	20440	8980.6	0	0	0	1	1	2	2	0	2	2	2	0	2	0	2	2	53823000	4				490	408;852;955;3327	True;True;True;True	420;881;985;3424	545;1132;1261;4427	577;1189;1321;4720	577;1189;1321;4720		
tr|A0A0D9REX7|A0A0D9REX7_CHLSB	tr|A0A0D9REX7|A0A0D9REX7_CHLSB	1	1	1	tr|A0A0D9REX7|A0A0D9REX7_CHLSB Mitochondrial ribosomal protein L54 OS=Chlorocebus sabaeus OX=60711 GN=MRPL54 PE=4 SV=1	1	1	1	1	7.2	7.2	7.2	15.86	138	138	0.0038351	6.0777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				491	4480	True	4630	5926	6270	6270		
tr|A0A0D9RF09|A0A0D9RF09_CHLSB	tr|A0A0D9RF09|A0A0D9RF09_CHLSB	1	1	1	tr|A0A0D9RF09|A0A0D9RF09_CHLSB DEAD-box helicase 24 OS=Chlorocebus sabaeus OX=60711 GN=DDX24 PE=4 SV=1	1	1	1	1	2.7	2.7	2.7	95.622	857	857	0	9.6947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5146600	1				492	327	True	336	427	447	447		
tr|A0A0D9RF27|A0A0D9RF27_CHLSB	tr|A0A0D9RF27|A0A0D9RF27_CHLSB	3	3	3	tr|A0A0D9RF27|A0A0D9RF27_CHLSB NADH:ubiquinone oxidoreductase subunit A9 OS=Chlorocebus sabaeus OX=60711 GN=NDUFA9 PE=4 SV=1	1	3	3	3	14.1	14.1	14.1	42.624	377	377	0	23.295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35128000	3				493	1767;3096;4284	True;True;True	1812;3184;4425	2298;4106;5669	2417;4383;6006	2417;4383;6006		
tr|A0A0D9RF53|A0A0D9RF53_CHLSB	tr|A0A0D9RF53|A0A0D9RF53_CHLSB	1	1	1	tr|A0A0D9RF53|A0A0D9RF53_CHLSB Unc-79 homolog, NALCN channel complex subunit OS=Chlorocebus sabaeus OX=60711 GN=UNC79 PE=4 SV=1	1	1	1	1	0.3	0.3	0.3	295.5	2636	2636	0	6.6901	0	0	0	0	7653.2	34314	32871	0	7521.6	44584	22192	0	8869.1	0	53027	32414	0	0	0	0	7844.9	32029	30811	1687.3	9534.4	41509	21826	1038.6	11389	1164.7	49906	30467	0	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	23149000	1				494	191	True	196	251	258	258		
tr|A0A0D9RF94|A0A0D9RF94_CHLSB	tr|A0A0D9RF94|A0A0D9RF94_CHLSB	6	6	6	tr|A0A0D9RF94|A0A0D9RF94_CHLSB Sodium/potassium-transporting ATPase subunit beta OS=Chlorocebus sabaeus OX=60711 GN=ATP1B1 PE=3 SV=1	1	6	6	6	24.8	24.8	24.8	35.001	303	303	0	42.327	0	0	0	89.47	35298	117570	125610	157.51	31317	151100	87374	252.8	38037	1027.2	211320	96012	0	0	0	435.19	35588	109780	118160	7262.3	38938	140820	86139	4010.7	47893	4148.5	198930	90266	0	0	0	1	5	5	5	1	5	5	5	1	5	2	5	5	465170000	10				495	570;1414;1633;2160;4345;4674	True;True;True;True;True;True	587;1452;1676;2216;4489;4829	761;762;1851;2138;2819;2820;5751;6195;6196	803;804;1949;2254;2950;2951;2952;6091;6565;6566	804;1949;2254;2952;6091;6566		
tr|A0A0D9RFA4|A0A0D9RFA4_CHLSB	tr|A0A0D9RFA4|A0A0D9RFA4_CHLSB	1	1	1	tr|A0A0D9RFA4|A0A0D9RFA4_CHLSB ALG2 alpha-1,3/1,6-mannosyltransferase OS=Chlorocebus sabaeus OX=60711 GN=ALG2 PE=4 SV=1	1	1	1	1	3.8	3.8	3.8	47.164	416	416	0.002045	6.5167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4053100	1				496	1500	True	1541	1968	2075	2075		
tr|A0A0D9RFA7|A0A0D9RFA7_CHLSB	tr|A0A0D9RFA7|A0A0D9RFA7_CHLSB	2	2	2	tr|A0A0D9RFA7|A0A0D9RFA7_CHLSB Protein transport protein Sec61 subunit beta OS=Chlorocebus sabaeus OX=60711 GN=SEC61B PE=3 SV=1	1	2	2	2	17.7	17.7	17.7	9.9743	96	96	0	12.789	0	0	0	151.3	20226	54021	66337	736.4	18055	74279	54747	516.46	24262	305.71	116870	50735	0	0	0	270.28	20264	50461	62544	3853.1	22288	69259	53785	2744.1	29727	967.33	110070	47702	0	0	0	1	3	3	3	2	3	3	3	1	3	1	3	3	252380000	3				497	25;1555	True;True	24;1597	29;2040;2041	30;2147;2148	30;2148		
tr|A0A0D9RFF7|A0A0D9RFF7_CHLSB;tr|A0A0D9SDM5|A0A0D9SDM5_CHLSB;tr|A0A0D9S0E5|A0A0D9S0E5_CHLSB;tr|A0A0D9S0D6|A0A0D9S0D6_CHLSB;tr|A0A0D9RP67|A0A0D9RP67_CHLSB	tr|A0A0D9RFF7|A0A0D9RFF7_CHLSB;tr|A0A0D9SDM5|A0A0D9SDM5_CHLSB;tr|A0A0D9S0E5|A0A0D9S0E5_CHLSB	10;9;5;4;1	10;9;5;4;1	10;9;5;4;1	tr|A0A0D9RFF7|A0A0D9RFF7_CHLSB 40S ribosomal protein S4 OS=Chlorocebus sabaeus OX=60711 PE=3 SV=1;tr|A0A0D9SDM5|A0A0D9SDM5_CHLSB 40S ribosomal protein S4 OS=Chlorocebus sabaeus OX=60711 PE=3 SV=1;tr|A0A0D9S0E5|A0A0D9S0E5_CHLSB 40S ribosomal protein S4 OS=C	5	10	10	10	34.6	34.6	34.6	29.594	263	263;263;263;279;238	0	74.756	0	116.04	0	0	63683	332180	277770	1292	77722	454980	191850	66.319	80852	1678.1	532260	363470	0	109.85	0	1273.3	65387	310120	260660	23269	93925	424010	189970	9843.3	105660	16605	500780	341690	0	1	0	0	8	8	8	2	8	8	8	1	8	4	8	8	1561800000	15				498	1755;1854;2167;3191;3225;4376;4911;5137;5138;5225	True;True;True;True;True;True;True;True;True;True	1800;1902;2223;3284;3319;4521;4522;5073;5303;5304;5393	2286;2409;2830;4246;4247;4293;5790;5791;5792;6515;6798;6799;6800;6928	2405;2530;2531;2962;4530;4531;4578;6132;6133;6134;6900;7200;7201;7202;7343	2405;2530;2962;4531;4578;6134;6900;7200;7202;7343	95	87
tr|A0A0D9RFG6|A0A0D9RFG6_CHLSB	tr|A0A0D9RFG6|A0A0D9RFG6_CHLSB	4	4	4	tr|A0A0D9RFG6|A0A0D9RFG6_CHLSB Mitochondrial ribosomal protein S22 OS=Chlorocebus sabaeus OX=60711 GN=MRPS22 PE=4 SV=1	1	4	4	4	13.3	13.3	13.3	41.245	360	360	0	27.615	227.64	0	0	0	9179	36580	34745	0	9354.9	49871	24540	0	11646	0	65430	31983	210.74	0	0	0	9303.4	34164	32669	2677	11429	46487	24304	1248.8	14628	1042.2	61589	30067	1	0	0	0	2	2	2	0	2	2	2	0	2	0	2	2	84244000	4				499	797;1600;3075;3391	True;True;True;True	825;1643;3162;3499	1062;2099;4079;4522	1118;2213;4356;4825	1118;2213;4356;4825		
tr|A0A0D9RFL2|A0A0D9RFL2_CHLSB	tr|A0A0D9RFL2|A0A0D9RFL2_CHLSB	1	1	1	tr|A0A0D9RFL2|A0A0D9RFL2_CHLSB Mitochondrial ribosomal protein L50 OS=Chlorocebus sabaeus OX=60711 GN=MRPL50 PE=4 SV=1	1	1	1	1	12.7	12.7	12.7	18.394	158	158	0	19.259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29192000	1				500	1277	True	1312	1671	1762	1762		
tr|A0A0D9RFL8|A0A0D9RFL8_CHLSB	tr|A0A0D9RFL8|A0A0D9RFL8_CHLSB	3	3	3	tr|A0A0D9RFL8|A0A0D9RFL8_CHLSB Transducin beta like 3 OS=Chlorocebus sabaeus OX=60711 GN=TBL3 PE=4 SV=1	1	3	3	3	6.2	6.2	6.2	89.143	808	808	0	21.553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40291000	4				501	1928;3795;4625	True;True;True	1976;3925;4777	2511;5054;6118;6119	2637;5375;6467;6468	2637;5375;6467		
tr|A0A0D9S9D4|A0A0D9S9D4_CHLSB;tr|A0A0D9RFM7|A0A0D9RFM7_CHLSB;tr|A0A0D9SE27|A0A0D9SE27_CHLSB;tr|A0A0D9SAT6|A0A0D9SAT6_CHLSB;tr|A0A0D9RFI2|A0A0D9RFI2_CHLSB;tr|A0A0D9QUP6|A0A0D9QUP6_CHLSB;tr|A0A0D9SCA5|A0A0D9SCA5_CHLSB;tr|A0A0D9S9N5|A0A0D9S9N5_CHLSB;tr|A0A0D9RII9|A0A0D9RII9_CHLSB;tr|A0A0D9SBT1|A0A0D9SBT1_CHLSB;tr|A0A0D9SBR4|A0A0D9SBR4_CHLSB;tr|A0A0D9SBK0|A0A0D9SBK0_CHLSB;tr|A0A0D9SAV2|A0A0D9SAV2_CHLSB	tr|A0A0D9S9D4|A0A0D9S9D4_CHLSB;tr|A0A0D9RFM7|A0A0D9RFM7_CHLSB;tr|A0A0D9SE27|A0A0D9SE27_CHLSB;tr|A0A0D9SAT6|A0A0D9SAT6_CHLSB;tr|A0A0D9RFI2|A0A0D9RFI2_CHLSB;tr|A0A0D9QUP6|A0A0D9QUP6_CHLSB;tr|A0A0D9SCA5|A0A0D9SCA5_CHLSB;tr|A0A0D9S9N5|A0A0D9S9N5_CHLSB;tr|A0A0D9RII9|A0A0D9RII9_CHLSB;tr|A0A0D9SBT1|A0A0D9SBT1_CHLSB;tr|A0A0D9SBR4|A0A0D9SBR4_CHLSB	13;13;11;11;10;9;9;9;9;7;7;6;4	13;13;11;11;10;9;9;9;9;7;7;6;4	13;13;11;11;10;9;9;9;9;7;7;6;4	tr|A0A0D9S9D4|A0A0D9S9D4_CHLSB S5 DRBM domain-containing protein OS=Chlorocebus sabaeus OX=60711 PE=3 SV=1;tr|A0A0D9RFM7|A0A0D9RFM7_CHLSB S5 DRBM domain-containing protein OS=Chlorocebus sabaeus OX=60711 PE=3 SV=1;tr|A0A0D9SE27|A0A0D9SE27_CHLSB S5 DRBM dom	13	13	13	13	39.6	39.6	39.6	31.271	293	293;293;293;293;287;283;289;293;293;289;291;277;291	0	89.261	0	0	0	82.282	26941	195800	207420	76.533	29952	286150	123710	799.59	33552	386.18	367170	247200	0	0	0	720.18	29704	182830	192700	14221	43209	266710	121170	9412.2	51650	8599.4	345070	232340	0	0	0	2	8	8	8	2	8	8	8	2	8	2	8	8	2037100000	20				502	116;477;1214;1215;1265;1575;1920;3187;3188;4145;4220;4544;4653	True;True;True;True;True;True;True;True;True;True;True;True;True	118;119;490;1249;1250;1300;1617;1968;3280;3281;4283;4361;4694;4808	155;156;157;629;1590;1591;1592;1657;2064;2499;2500;4242;4243;5488;5489;5593;6003;6167;6168	161;162;163;164;664;1671;1672;1673;1747;2173;2623;2624;4526;4527;5823;5824;5930;6351;6535;6536	164;664;1671;1673;1747;2173;2623;4526;4527;5824;5930;6351;6535	96	61
tr|A0A0D9RFP2|A0A0D9RFP2_CHLSB	tr|A0A0D9RFP2|A0A0D9RFP2_CHLSB	1	1	1	tr|A0A0D9RFP2|A0A0D9RFP2_CHLSB Nicalin OS=Chlorocebus sabaeus OX=60711 GN=NCLN PE=3 SV=1	1	1	1	1	2.5	2.5	2.5	63.017	563	563	0	8.4532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				503	1098	True	1130	1441	1510	1510		
tr|A0A0D9RFP7|A0A0D9RFP7_CHLSB	tr|A0A0D9RFP7|A0A0D9RFP7_CHLSB	3	3	3	tr|A0A0D9RFP7|A0A0D9RFP7_CHLSB NADH:ubiquinone oxidoreductase subunit B10 OS=Chlorocebus sabaeus OX=60711 GN=NDUFB10 PE=4 SV=1	1	3	3	3	24.2	24.2	24.2	21.326	178	178	0	23.477	0	0	0	0	13853	49463	54542	0	11944	61528	31321	0	15167	167.27	91988	39399	0	0	120.9	230.13	14066	46143	51174	1911.3	15126	57274	31111	1003.9	19329	1465.2	86567	37042	0	0	0	0	2	2	2	0	2	2	2	0	2	1	2	2	83365000	4				504	161;1095;4543	True;True;True	164;1127;4693	211;1436;1437;6002	218;1505;1506;6350	218;1506;6350		
tr|A0A0D9RFQ6|A0A0D9RFQ6_CHLSB	tr|A0A0D9RFQ6|A0A0D9RFQ6_CHLSB	3	2	1	tr|A0A0D9RFQ6|A0A0D9RFQ6_CHLSB G protein subunit alpha 11 OS=Chlorocebus sabaeus OX=60711 GN=GNA11 PE=4 SV=1	1	3	2	1	9.4	7.6	4.8	45.921	394	394	0	13.627	0	0	0	486.89	5873.7	23730	19971	0	6412.8	27791	12891	0	7111	294.4	34919	17293	0	0	0	729.6	5901.8	22200	18839	1783.5	7492.8	25924	12873	861.33	8646.1	1080.1	32884	16262	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	30093000	2				505	1526;3043;4941	False;True;True	1567;3129;5104	2002;4029;6552	2109;4294;6941	2109;4294;6941		
tr|A0A0D9RFV6|A0A0D9RFV6_CHLSB;tr|A0A0D9SCD8|A0A0D9SCD8_CHLSB;tr|A0A0D9SAJ5|A0A0D9SAJ5_CHLSB	tr|A0A0D9RFV6|A0A0D9RFV6_CHLSB;tr|A0A0D9SCD8|A0A0D9SCD8_CHLSB;tr|A0A0D9SAJ5|A0A0D9SAJ5_CHLSB	2;1;1	2;1;1	2;1;1	tr|A0A0D9RFV6|A0A0D9RFV6_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1;tr|A0A0D9SCD8|A0A0D9SCD8_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1;tr|A0A0D9SAJ5|A0A0D9SAJ5_CHLSB Uncharacterized protein OS=Chlo	3	2	2	2	56.8	56.8	56.8	7.9579	74	74;74;74	0	20.56	0	661.23	0	0	7032.6	22638	22875	140.4	6316.2	37139	18368	19.66	8095.2	159.68	43803	22602	0	606.19	0	0	7041.5	21150	21573	1946.9	7751.6	34641	18092	1534.2	10134	1030.3	41238	21248	0	1	0	0	2	2	2	1	2	2	2	1	2	1	2	2	74298000	3				506	455;3571	True;True	467;3693	601;4773;4774	636;5087;5088	636;5087	97	68
tr|A0A0D9RFX2|A0A0D9RFX2_CHLSB	tr|A0A0D9RFX2|A0A0D9RFX2_CHLSB	1	1	1	tr|A0A0D9RFX2|A0A0D9RFX2_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	1	1	1	1	10.7	10.7	10.7	11.879	103	103	0.0082645	5.7346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				507	1134	True	1167	1485	1556	1556		
tr|A0A0D9RFY1|A0A0D9RFY1_CHLSB	tr|A0A0D9RFY1|A0A0D9RFY1_CHLSB	1	1	1	tr|A0A0D9RFY1|A0A0D9RFY1_CHLSB Bet1 golgi vesicular membrane trafficking protein like OS=Chlorocebus sabaeus OX=60711 GN=BET1L PE=4 SV=1	1	1	1	1	18.9	18.9	18.9	12.356	111	111	0	8.1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4789000	1				508	5200	True	5366	6895	7309	7309		
tr|A0A0D9RFZ0|A0A0D9RFZ0_CHLSB	tr|A0A0D9RFZ0|A0A0D9RFZ0_CHLSB	1	1	1	tr|A0A0D9RFZ0|A0A0D9RFZ0_CHLSB U2 snRNP associated SURP domain containing OS=Chlorocebus sabaeus OX=60711 GN=U2SURP PE=4 SV=1	1	1	1	1	1.5	1.5	1.5	118.22	1028	1028	0.003009	6.4176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4024300	1				509	563	True	581	753	794	794		
tr|A0A0D9RG02|A0A0D9RG02_CHLSB;tr|A0A0D9RET5|A0A0D9RET5_CHLSB	tr|A0A0D9RG02|A0A0D9RG02_CHLSB	5;1	5;1	5;1	tr|A0A0D9RG02|A0A0D9RG02_CHLSB Tropomodulin 3 OS=Chlorocebus sabaeus OX=60711 GN=TMOD3 PE=4 SV=1	2	5	5	5	20.7	20.7	20.7	39.591	352	352;359	0	35.943	0	0	0	0.1051	13537	50907	47761	1086.6	13472	63585	38763	0	14776	551.56	85334	44487	0	0	0	400.81	13640	47585	44981	5312.1	16461	59397	38038	2315.5	18897	2595.2	80320	41832	0	0	0	1	2	2	2	2	2	2	2	0	2	2	2	2	66874000	6				510	1399;2243;3531;3755;4203	True;True;True;True;True	1437;2302;3650;3884;4343	1831;2939;4714;5009;5572	1928;3077;5025;5329;5330;5909	1928;3077;5025;5330;5909		
tr|A0A0D9RG28|A0A0D9RG28_CHLSB	tr|A0A0D9RG28|A0A0D9RG28_CHLSB	1	1	1	tr|A0A0D9RG28|A0A0D9RG28_CHLSB NOPS domain-containing protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	1	1	1	1	2.7	2.7	2.7	29.991	258	258	0.0074836	5.8305	0	0	0	0	7878.4	38266	29261	0	6127.6	35006	19134	0	7682.3	114.7	48956	26450	0	0	0	232.87	7970.3	35704	27476	1931.8	7937.2	32621	18832	1301.1	9995.2	1342.5	46065	24868	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	12600000	1				511	299	True	306	393	413	413		
tr|A0A0D9RG51|A0A0D9RG51_CHLSB	tr|A0A0D9RG51|A0A0D9RG51_CHLSB	1	1	1	tr|A0A0D9RG51|A0A0D9RG51_CHLSB Phospholipid scramblase OS=Chlorocebus sabaeus OX=60711 GN=PLSCR1 PE=3 SV=1	1	1	1	1	6.4	6.4	6.4	34.399	313	313	0	10.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6549400	1				512	913	True	943	1210	1270	1270		
tr|A0A0D9RG75|A0A0D9RG75_CHLSB	tr|A0A0D9RG75|A0A0D9RG75_CHLSB	2	2	2	tr|A0A0D9RG75|A0A0D9RG75_CHLSB Mitochondrial ribosomal protein S10 OS=Chlorocebus sabaeus OX=60711 GN=MRPS10 PE=4 SV=1	1	2	2	2	10.9	10.9	10.9	23.022	201	201	0	14.871	0	0	0	0	12733	61602	57532	0	13853	84746	37805	0	16827	0	102340	52044	0	0	0	375.76	13118	57479	53904	3469.2	17292	78934	37391	2182.1	21551	2170.3	96309	48923	0	0	0	0	2	2	2	0	2	2	2	0	2	0	2	2	65313000	4				513	536;1104	True;True	554;1136	718;719;1449;1450	756;757;1518;1519	756;1518		
tr|A0A0D9RG78|A0A0D9RG78_CHLSB	tr|A0A0D9RG78|A0A0D9RG78_CHLSB	14	14	14	tr|A0A0D9RG78|A0A0D9RG78_CHLSB Integrin beta OS=Chlorocebus sabaeus OX=60711 GN=ITGB1 PE=3 SV=1	1	14	14	14	19	19	19	88.401	798	798	0	124.87	0	0	9.5614	525.91	193420	612430	733600	272.61	168810	798380	532070	2277.2	235530	1114.6	1359600	649730	0	0	1296.2	3838.5	195860	571730	689020	33966	215030	743630	522880	20295	298520	25291	1279700	610750	0	0	1	3	15	15	15	1	15	15	15	4	17	8	17	17	3241400000	26				514	119;619;1641;2464;2988;3175;3179;3650;3651;3999;4073;4159;4621;5091	True;True;True;True;True;True;True;True;True;True;True;True;True;True	122;637;1684;2530;3072;3268;3272;3775;3776;4131;4211;4297;4773;5256	160;832;2146;2147;3238;3947;3948;4224;4225;4231;4232;4865;4866;4867;4868;5300;5301;5402;5403;5509;5510;6112;6113;6740;6741	167;878;2262;2263;3408;4202;4203;4204;4508;4509;4515;4516;5180;5181;5182;5183;5627;5628;5736;5737;5844;5845;6461;6462;7140;7141	167;878;2262;3408;4202;4509;4515;5180;5183;5628;5737;5845;6462;7140		
tr|A0A0D9RG87|A0A0D9RG87_CHLSB;tr|A0A0D9SA51|A0A0D9SA51_CHLSB	tr|A0A0D9RG87|A0A0D9RG87_CHLSB;tr|A0A0D9SA51|A0A0D9SA51_CHLSB	5;3	5;3	5;3	tr|A0A0D9RG87|A0A0D9RG87_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=3 SV=1;tr|A0A0D9SA51|A0A0D9SA51_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=3 SV=1	2	5	5	5	50	50	50	10.946	102	102;97	0	33.108	0	135.39	0	0	15397	48260	78650	0	12611	60355	69700	0	25979	100.72	176410	51996	0	125.52	260.15	0	16049	45038	73424	2033.6	18383	56183	67908	565.02	33509	1249.6	165960	48883	0	1	0	0	3	3	3	0	3	3	3	0	3	2	4	4	161250000	5				515	1447;3969;4867;4878;5046	True;True;True;True;True	1486;4101;5028;5039;5211	1897;5262;6456;6474;6684	2001;5589;6838;6858;7084	2001;5589;6838;6858;7084		
